locus_id,population,ra,dec,n_det,num_mag_values,num_alerts,timespan_d,brightest_mag,n_distinct_ssname,frac_det_ssname,mag_minus_ssmagnr,ndethist_med,distnr_med_as,hist_span_d,stellar_cats,galaxy_cats,var_cats,tags,verdict,reason
ANT2020b2qai,alerted,279.37807,-20.27081,527,527,918,2933.0,13.8,6,0.01,4.07,572.5,0.24,2621.0,2mass_psc;allwise;bright_guide_star_cat;gaia_dr2;gaia_dr3_gaia_source;gaia_dr3_variability,,gaia_dr3_variability,high_flux_ratio_wrt_nn;high_snr;lc_feature_extractor;sso_candidates,STATIONARY_VARIABLE_STAR,variable-star catalogue/tag + deep detection history at fixed position
ANT2020b2wwa,alerted,280.45168,-19.2527,813,813,1623,2907.1,12.83,6,0.01,3.61,877.0,3.3,2639.0,2mass_psc;allwise;asassn_variable_catalog;asassn_variable_catalog_v2_20190802;gaia_dr2;gaia_dr3_gaia_source;gaia_dr3_variability;vsx,,asassn_variable_catalog;asassn_variable_catalog_v2_20190802;gaia_dr3_variability;vsx,high_amplitude_transient_candidate;high_amplitude_variable_star_candidate;high_flux_ratio_wrt_nn;high_snr;lc_feature_extractor;matheson_extreme_vpdf;sso_candidates,STATIONARY_VARIABLE_STAR,variable-star catalogue/tag + deep detection history at fixed position
ANT2020b2yly,alerted,278.22177,-15.52952,801,801,992,2925.0,14.39,3,0.0,5.82,1058.0,0.16,2589.0,2mass_psc;allwise;asassn_variable_catalog;asassn_variable_catalog_v2_20190802;bright_guide_star_cat;gaia_dr2;gaia_dr3_gaia_source;gaia_dr3_variability;vsx,,asassn_variable_catalog;asassn_variable_catalog_v2_20190802;gaia_dr3_variability;vsx,lc_feature_extractor;matheson_extreme_vpdf;sso_candidates,STATIONARY_VARIABLE_STAR,variable-star catalogue/tag + deep detection history at fixed position
ANT2020b3c6o,alerted,279.98356,-16.22658,476,476,1401,2675.8,14.16,2,0.01,4.02,446,0.25,2567.0,2mass_psc;allwise;bright_guide_star_cat;gaia_dr2;gaia_dr3_gaia_source;gaia_dr3_variability,,gaia_dr3_variability,lc_feature_extractor;sso_candidates,STATIONARY_VARIABLE_STAR,variable-star catalogue/tag + deep detection history at fixed position
ANT2020b3hqu,alerted,287.30276,-7.06632,541,539,1199,2918.9,15.11,1,0.0,3.59,515,0.26,2552.0,2mass_psc;allwise;bright_guide_star_cat;gaia_dr2;gaia_dr3_gaia_source;gaia_dr3_variability,,gaia_dr3_variability,lc_feature_extractor;sso_candidates,STATIONARY_VARIABLE_STAR,variable-star catalogue/tag + deep detection history at fixed position
ANT2020b3tmc,alerted,278.39494,-20.54885,970,970,2008,2925.0,12.19,4,0.01,6.27,987.0,0.31,2599.0,2mass_psc;asassn_variable_catalog;asassn_variable_catalog_v2_20190802;bright_guide_star_cat;gaia_dr2;gaia_dr3_gaia_source;gaia_dr3_variability;vsx,,asassn_variable_catalog;asassn_variable_catalog_v2_20190802;gaia_dr3_variability;vsx,high_amplitude_transient_candidate;high_amplitude_variable_star_candidate;high_flux_ratio_wrt_nn;high_snr;lc_feature_extractor;sso_candidates,STATIONARY_VARIABLE_STAR,variable-star catalogue/tag + deep detection history at fixed position
ANT2020b3w6u,alerted,280.00696,-17.20836,929,929,1889,2684.7,14.46,4,0.01,4.7,943.5,0.3,2611.0,2mass_psc;allwise;bright_guide_star_cat;gaia_dr2;gaia_dr3_gaia_source;gaia_dr3_variability,,gaia_dr3_variability,lc_feature_extractor;recent_reddening;sso_candidates,STATIONARY_VARIABLE_STAR,variable-star catalogue/tag + deep detection history at fixed position
ANT2020b3xp6,alerted,266.00156,-20.40154,256,249,1253,2652.9,14.76,2,0.01,5.53,299.5,0.22,1999.0,2mass_psc;allwise;bright_guide_star_cat;gaia_dr2;gaia_dr3_gaia_source;gaia_dr3_variability,,gaia_dr3_variability,lc_feature_extractor;sso_candidates,STATIONARY_VARIABLE_STAR,variable-star catalogue/tag + deep detection history at fixed position
ANT2020b4pvw,alerted,287.56863,-5.07263,991,991,2039,2982.9,16.24,2,0.01,4.36,1292.0,0.25,2512.0,2mass_psc;allwise;bright_guide_star_cat;gaia_dr2;gaia_dr3_gaia_source;gaia_dr3_variability;vsx,,gaia_dr3_variability;vsx,lc_feature_extractor;recent_reddening;sso_candidates,STATIONARY_VARIABLE_STAR,variable-star catalogue/tag + deep detection history at fixed position
ANT2020b5cqg,alerted,283.89241,-13.52187,1087,1087,1974,2694.7,14.24,5,0.01,1.35,1540,0.24,2541.0,2mass_psc;allwise;bright_guide_star_cat;gaia_dr2;gaia_dr3_gaia_source;gaia_dr3_variability,,gaia_dr3_variability,lantern_xgboost_t2.0.7_c0.95;lc_feature_extractor;sso_candidates,STATIONARY_VARIABLE_STAR,variable-star catalogue/tag + deep detection history at fixed position
ANT2020b5s2k,alerted,280.37589,1.94518,621,621,1380,2961.9,14.02,1,0.0,3.47,827.5,0.13,2694.0,2mass_psc;allwise;bright_guide_star_cat;gaia_dr2;gaia_dr3_gaia_source;gaia_dr3_variability;vsx,,gaia_dr3_variability;vsx,high_flux_ratio_wrt_nn;lc_feature_extractor;sso_candidates,STATIONARY_VARIABLE_STAR,variable-star catalogue/tag + deep detection history at fixed position
ANT2020b7ftc,alerted,263.09131,-17.89757,370,370,786,2901.0,14.6,3,0.01,3.64,299.5,0.37,2506.0,2mass_psc;allwise;asassn_variable_catalog_v2_20190802;bright_guide_star_cat;gaia_dr2;gaia_dr3_gaia_source;gaia_dr3_variability;vsx,,asassn_variable_catalog_v2_20190802;gaia_dr3_variability;vsx,lc_feature_extractor;sso_candidates,STATIONARY_VARIABLE_STAR,variable-star catalogue/tag + deep detection history at fixed position
ANT2020b7ukm,alerted,287.87508,-9.43712,510,510,1202,2959.9,17.74,2,0.0,2.78,524,0.24,2287.0,2mass_psc;bright_guide_star_cat;gaia_dr2;gaia_dr3_gaia_source;gaia_dr3_variability;vsx,,gaia_dr3_variability;vsx,lc_feature_extractor;recent_reddening;sso_candidates,STATIONARY_VARIABLE_STAR,variable-star catalogue/tag + deep detection history at fixed position
ANT2020b7wey,alerted,290.95867,-10.76078,691,691,1443,2974.9,16.07,3,0.01,4.94,837,0.32,2324.0,2mass_psc;bright_guide_star_cat;gaia_dr2;gaia_dr3_gaia_source;gaia_dr3_variability;vsx,,gaia_dr3_variability;vsx,lc_feature_extractor;sso_candidates,STATIONARY_VARIABLE_STAR,variable-star catalogue/tag + deep detection history at fixed position
ANT2020bentu,alerted,183.64218,13.95301,584,584,1332,2973.0,16.6,6,0.01,3.21,1248.5,0.25,2662.0,2mass_psc;allwise;asassn_variable_catalog;asassn_variable_catalog_v2_20190802;bright_guide_star_cat;csdr2;gaia_dr2;gaia_dr3_gaia_source;gaia_dr3_variability;linear_ll;sdss_stars;vsx,,asassn_variable_catalog;asassn_variable_catalog_v2_20190802;csdr2;gaia_dr3_variability;linear_ll;vsx,dwarf_nova_outburst;high_flux_ratio_wrt_nn;in_decam_shadow;in_shadow_virgo;lc_feature_extractor;matheson_extreme_vpdf;sso_candidates,STATIONARY_VARIABLE_STAR,variable-star catalogue/tag + deep detection history at fixed position
ANT2020bfgli,alerted,172.69673,-4.70645,386,386,1158,2721.6,15.68,2,0.01,3.77,241,0.36,1471.0,2mass_psc;allwise;asassn_variable_catalog;asassn_variable_catalog_v2_20190802;bright_guide_star_cat;csdr2;gaia_dr2;gaia_dr3_gaia_source;gaia_dr3_variability;sdss_stars;vsx,,asassn_variable_catalog;asassn_variable_catalog_v2_20190802;csdr2;gaia_dr3_variability;vsx,lc_feature_extractor;sso_candidates,STATIONARY_VARIABLE_STAR,variable-star catalogue/tag + deep detection history at fixed position
ANT2020bhioy,alerted,263.62722,-1.15579,674,674,1255,2719.8,16.66,1,0.0,4.46,1166.0,0.29,2575.0,2mass_psc;bright_guide_star_cat;gaia_dr2;gaia_dr3_gaia_source;gaia_dr3_variability;vsx,,gaia_dr3_variability;vsx,lc_feature_extractor;recent_reddening;sso_candidates,STATIONARY_VARIABLE_STAR,variable-star catalogue/tag + deep detection history at fixed position
ANT2020bijco,alerted,262.82019,-8.20242,834,828,1523,2735.7,14.27,3,0.01,4.29,1028,0.48,2506.0,2mass_psc;allwise;asassn_variable_catalog_v2_20190802;bright_guide_star_cat;gaia_dr2;gaia_dr3_gaia_source;gaia_dr3_variability;vsx,,asassn_variable_catalog_v2_20190802;gaia_dr3_variability;vsx,high_snr;lc_feature_extractor;sso_candidates,STATIONARY_VARIABLE_STAR,variable-star catalogue/tag + deep detection history at fixed position
ANT2020bjaoy,alerted,263.4802,-17.8717,471,471,801,2932.9,11.88,4,0.01,5.47,532,0.1,2542.0,2mass_psc;allwise;bright_guide_star_cat;gaia_dr2;gaia_dr3_gaia_source;gaia_dr3_variability,,gaia_dr3_variability,high_flux_ratio_wrt_nn;high_snr;lc_feature_extractor;sso_candidates,STATIONARY_VARIABLE_STAR,variable-star catalogue/tag + deep detection history at fixed position
ANT2020bjbr2,alerted,192.97597,-20.65778,588,588,1027,2701.7,16.78,1,0.0,1.74,689.5,0.26,2205.0,2mass_psc;allwise;asassn_variable_catalog;asassn_variable_catalog_v2_20190802;bright_guide_star_cat;csdr2;gaia_dr2;gaia_dr3_gaia_source;gaia_dr3_variability;vsx,,asassn_variable_catalog;asassn_variable_catalog_v2_20190802;csdr2;gaia_dr3_variability;vsx,lc_feature_extractor;sso_candidates,STATIONARY_VARIABLE_STAR,variable-star catalogue/tag + deep detection history at fixed position
ANT2020bjyzc,alerted,255.25948,-18.75447,626,626,884,2968.0,15.39,5,0.01,3.75,747,0.16,2598.0,2mass_psc;allwise;asassn_variable_catalog;asassn_variable_catalog_v2_20190802;bright_guide_star_cat;gaia_dr2;gaia_dr3_gaia_source;gaia_dr3_variability;vsx,,asassn_variable_catalog;asassn_variable_catalog_v2_20190802;gaia_dr3_variability;vsx,lc_feature_extractor;sso_candidates,STATIONARY_VARIABLE_STAR,variable-star catalogue/tag + deep detection history at fixed position
ANT2020bkcow,alerted,258.73333,-18.70511,883,883,1806,2962.9,16.02,6,0.01,3.89,961.5,0.2,2626.0,2mass_psc;asassn_variable_catalog;asassn_variable_catalog_v2_20190802;bright_guide_star_cat;gaia_dr2;gaia_dr3_gaia_source;gaia_dr3_variability;vsx,,asassn_variable_catalog;asassn_variable_catalog_v2_20190802;gaia_dr3_variability;vsx,high_flux_ratio_wrt_nn;lc_feature_extractor;matheson_extreme_vpdf;sso_candidates,STATIONARY_VARIABLE_STAR,variable-star catalogue/tag + deep detection history at fixed position
ANT2020bkpeu,alerted,283.02455,-10.00136,515,515,1073,2926.9,13.98,1,0.0,3.37,657,0.14,2540.0,2mass_psc;allwise;asassn_variable_catalog;asassn_variable_catalog_v2_20190802;bright_guide_star_cat;gaia_dr2;gaia_dr3_gaia_source;gaia_dr3_variability;vsx,,asassn_variable_catalog;asassn_variable_catalog_v2_20190802;gaia_dr3_variability;vsx,lc_feature_extractor;matheson_extreme_vpdf;sso_candidates,STATIONARY_VARIABLE_STAR,variable-star catalogue/tag + deep detection history at fixed position
ANT2020blntg,alerted,263.30714,-18.84727,427,427,898,2919.0,14.77,5,0.01,3.97,603,0.22,2555.0,2mass_psc;allwise;bright_guide_star_cat;gaia_dr2;gaia_dr3_gaia_source;gaia_dr3_variability;vsx,,gaia_dr3_variability;vsx,high_flux_ratio_wrt_nn;high_snr;lc_feature_extractor;sso_candidates,STATIONARY_VARIABLE_STAR,variable-star catalogue/tag + deep detection history at fixed position
ANT2020blrx4,alerted,267.90701,-8.66033,449,449,892,2705.6,15.9,2,0.0,2.3,523,0.21,1432.0,2mass_psc;allwise;bright_guide_star_cat;gaia_dr2;gaia_dr3_gaia_source;gaia_dr3_variability,,gaia_dr3_variability,high_amplitude_variable_star_candidate;high_flux_ratio_wrt_nn;lc_feature_extractor;sso_candidates,STATIONARY_VARIABLE_STAR,variable-star catalogue/tag + deep detection history at fixed position
ANT2020blwz4,alerted,200.19032,-18.60132,274,274,708,2618.0,15.03,1,0.0,3.98,167.5,0.24,1821.0,2mass_psc;allwise;asassn_variable_catalog;asassn_variable_catalog_v2_20190802;bright_guide_star_cat;csdr2;gaia_dr2;gaia_dr3_gaia_source;gaia_dr3_variability;vsx,,asassn_variable_catalog;asassn_variable_catalog_v2_20190802;csdr2;gaia_dr3_variability;vsx,lc_feature_extractor;sso_candidates,STATIONARY_VARIABLE_STAR,variable-star catalogue/tag + deep detection history at fixed position
ANT2020bm3wq,alerted,261.03647,-19.64425,775,775,1134,2926.0,12.55,1,0.0,5.69,1004.5,0.1,2559.0,2mass_psc;allwise;bright_guide_star_cat;gaia_dr2;gaia_dr3_gaia_source;gaia_dr3_variability,,gaia_dr3_variability,high_amplitude_variable_star_candidate;high_flux_ratio_wrt_nn;high_snr;lc_feature_extractor;matheson_extreme_vpdf;sso_candidates,STATIONARY_VARIABLE_STAR,variable-star catalogue/tag + deep detection history at fixed position
ANT2020bnf2c,alerted,274.27656,-5.875,827,827,1334,2976.9,11.89,1,0.0,,1419.5,0.15,2518.0,2mass_psc;allwise;bright_guide_star_cat;gaia_dr2;gaia_dr3_gaia_source;gaia_dr3_variability;vsx,,gaia_dr3_variability;vsx,high_amplitude_variable_star_candidate;high_flux_ratio_wrt_nn;high_snr;lc_feature_extractor;matheson_extreme_vpdf;sso_candidates,STATIONARY_VARIABLE_STAR,variable-star catalogue/tag + deep detection history at fixed position
ANT2020bnihy,alerted,262.19375,-15.42414,706,706,859,2263.8,15.66,9,0.02,4.59,744.0,0.21,2192.0,2mass_psc;allwise;bright_guide_star_cat;gaia_dr2;gaia_dr3_gaia_source;gaia_dr3_variability,,gaia_dr3_variability,high_snr;lc_feature_extractor;sso_candidates,STATIONARY_VARIABLE_STAR,variable-star catalogue/tag + deep detection history at fixed position
ANT2020bnsx2,alerted,244.76245,-7.37356,222,222,840,2967.9,18.38,2,0.01,1.23,281,0.33,2557.0,2mass_psc;allwise;asassn_variable_catalog;asassn_variable_catalog_v2_20190802;bright_guide_star_cat;csdr2;gaia_dr2;gaia_dr3_gaia_source;gaia_dr3_variability;vsx,,asassn_variable_catalog;asassn_variable_catalog_v2_20190802;csdr2;gaia_dr3_variability;vsx,lc_feature_extractor;sso_candidates,STATIONARY_VARIABLE_STAR,variable-star catalogue/tag + deep detection history at fixed position
ANT2020bod5o,alerted,265.66338,-14.04737,382,382,770,2897.0,15.49,3,0.01,4.32,642.5,0.36,2566.0,2mass_psc;allwise;bright_guide_star_cat;gaia_dr2;gaia_dr3_gaia_source;galex;vsx,,vsx,high_snr;lc_feature_extractor;sso_candidates,STATIONARY_VARIABLE_STAR,variable-star catalogue/tag + deep detection history at fixed position
ANT2020botpa,alerted,265.58203,-16.47324,134,134,378,2327.9,14.37,1,0.01,3.13,330.5,0.39,2577.0,2mass_psc;allwise;asassn_variable_catalog;asassn_variable_catalog_v2_20190802;bright_guide_star_cat;gaia_dr2;gaia_dr3_gaia_source;gaia_dr3_variability;vsx,,asassn_variable_catalog;asassn_variable_catalog_v2_20190802;gaia_dr3_variability;vsx,high_snr;lc_feature_extractor;sso_candidates,STATIONARY_VARIABLE_STAR,variable-star catalogue/tag + deep detection history at fixed position
ANT2020bpn7o,alerted,286.01272,-10.51361,788,788,996,2964.9,16.97,2,0.0,3.29,687.5,0.23,2501.0,2mass_psc;allwise;bright_guide_star_cat;gaia_dr2;gaia_dr3_gaia_source,,,lc_feature_extractor;sso_candidates,STATIONARY_UNTYPED,"fixed-position source: deep history and/or reference counterpart, no variability catalogue"
ANT2020brkc6,alerted,261.48854,-13.62479,438,438,933,2930.0,18.22,2,0.0,3.44,454.5,0.22,2608.0,2mass_psc;allwise;bright_guide_star_cat;gaia_dr2;gaia_dr3_gaia_source;gaia_dr3_variability;vsx,,gaia_dr3_variability;vsx,lantern_xgboost_t2.0.7_c0.95;lc_feature_extractor;lsst_scimma_quality_transient;sso_candidates,STATIONARY_VARIABLE_STAR,variable-star catalogue/tag + deep detection history at fixed position
ANT2020bts6g,alerted,268.32255,-18.49816,423,423,784,2623.9,13.1,3,0.01,2.73,451.0,0.16,2538.0,2mass_psc;allwise;bright_guide_star_cat;gaia_dr2;gaia_dr3_gaia_source;gaia_dr3_variability,,gaia_dr3_variability,high_amplitude_variable_star_candidate;high_flux_ratio_wrt_nn;lc_feature_extractor;matheson_extreme_vpdf;sso_candidates,STATIONARY_VARIABLE_STAR,variable-star catalogue/tag + deep detection history at fixed position
ANT2020buxn6,alerted,286.57235,-7.38654,259,259,1269,2622.8,16.99,2,0.01,3.67,231.5,0.31,2507.0,2mass_psc;allwise;bright_guide_star_cat;gaia_dr2;gaia_dr3_gaia_source;gaia_dr3_variability,,gaia_dr3_variability,lc_feature_extractor;sso_candidates,STATIONARY_VARIABLE_STAR,variable-star catalogue/tag + deep detection history at fixed position
ANT2020buyt6,alerted,275.16283,-20.01565,588,588,891,2898.0,12.91,8,0.02,4.94,535,0.14,2588.0,2mass_psc;allwise;asassn_variable_catalog;asassn_variable_catalog_v2_20190802;bright_guide_star_cat;gaia_dr2;gaia_dr3_gaia_source;gaia_dr3_variability;vsx,,asassn_variable_catalog;asassn_variable_catalog_v2_20190802;gaia_dr3_variability;vsx,high_amplitude_variable_star_candidate;high_flux_ratio_wrt_nn;high_snr;lc_feature_extractor;matheson_extreme_vpdf;sso_candidates,STATIONARY_VARIABLE_STAR,variable-star catalogue/tag + deep detection history at fixed position
ANT2020bvmhg,alerted,274.927,-18.23316,347,347,593,2670.8,16.78,5,0.01,3.03,309.5,0.31,2252.0,2mass_psc;bright_guide_star_cat;gaia_dr2;gaia_dr3_gaia_source;gaia_dr3_variability,,gaia_dr3_variability,lc_feature_extractor;sso_candidates,STATIONARY_VARIABLE_STAR,variable-star catalogue/tag + deep detection history at fixed position
ANT2020bwh6y,alerted,280.26731,-20.05911,514,514,1451,2907.0,15.78,8,0.02,4.04,678,0.37,2563.0,2mass_psc;allwise;bright_guide_star_cat;gaia_dr2;gaia_dr3_gaia_source;gaia_dr3_variability,,gaia_dr3_variability,lc_feature_extractor;sso_candidates,STATIONARY_VARIABLE_STAR,variable-star catalogue/tag + deep detection history at fixed position
ANT2020bwmfw,alerted,269.50484,-17.17598,426,421,749,2587.0,15.27,3,0.01,4.18,472.5,0.31,2599.0,2mass_psc;allwise;bright_guide_star_cat;gaia_dr2;gaia_dr3_gaia_source;gaia_dr3_variability,,gaia_dr3_variability,lc_feature_extractor;sso_candidates,STATIONARY_VARIABLE_STAR,variable-star catalogue/tag + deep detection history at fixed position
ANT2020bwwz6,alerted,280.35738,-17.16286,844,843,1722,2670.8,14.26,1,0.0,3.9,901.0,0.22,2616.0,2mass_psc;allwise;asassn_variable_catalog;asassn_variable_catalog_v2_20190802;bright_guide_star_cat;gaia_dr2;gaia_dr3_gaia_source;gaia_dr3_variability;vsx,,asassn_variable_catalog;asassn_variable_catalog_v2_20190802;gaia_dr3_variability;vsx,high_snr;lc_feature_extractor;sso_candidates,STATIONARY_VARIABLE_STAR,variable-star catalogue/tag + deep detection history at fixed position
ANT2020bx7qe,alerted,280.241,-18.63419,1100,1100,1774,2934.8,12.21,2,0.0,5.99,1437,0.11,2616.0,2mass_psc;allwise;asassn_variable_catalog;asassn_variable_catalog_v2_20190802;bright_guide_star_cat;gaia_dr2;gaia_dr3_gaia_source;gaia_dr3_variability;vsx,,asassn_variable_catalog;asassn_variable_catalog_v2_20190802;gaia_dr3_variability;vsx,high_flux_ratio_wrt_nn;high_snr;lc_feature_extractor;sso_candidates,STATIONARY_VARIABLE_STAR,variable-star catalogue/tag + deep detection history at fixed position
ANT2020bxflq,alerted,279.84568,-19.5237,453,453,931,2907.0,14.63,7,0.02,3.97,599.0,0.24,2613.0,2mass_psc;allwise;bright_guide_star_cat;gaia_dr2;gaia_dr3_gaia_source;gaia_dr3_variability;vsx,,gaia_dr3_variability;vsx,high_snr;lc_feature_extractor;sso_candidates,STATIONARY_VARIABLE_STAR,variable-star catalogue/tag + deep detection history at fixed position
ANT2020bxoua,alerted,280.08149,-18.55112,741,741,1750,2934.8,12.1,7,0.01,5.82,886,0.33,2348.0,2mass_psc;allwise;asassn_variable_catalog;asassn_variable_catalog_v2_20190802;bright_guide_star_cat;gaia_dr2;gaia_dr3_gaia_source;gaia_dr3_variability;vsx,,asassn_variable_catalog;asassn_variable_catalog_v2_20190802;gaia_dr3_variability;vsx,high_amplitude_variable_star_candidate;high_flux_ratio_wrt_nn;high_snr;lc_feature_extractor;matheson_extreme_vpdf;sso_candidates,STATIONARY_VARIABLE_STAR,variable-star catalogue/tag + deep detection history at fixed position
ANT2020by2ru,alerted,267.82533,-20.33182,488,488,780,2670.7,13.99,3,0.01,2.86,489.5,0.1,2606.0,2mass_psc;allwise;bright_guide_star_cat;gaia_dr2;gaia_dr3_gaia_source;gaia_dr3_variability,,gaia_dr3_variability,high_flux_ratio_wrt_nn;lc_feature_extractor;sso_candidates,STATIONARY_VARIABLE_STAR,variable-star catalogue/tag + deep detection history at fixed position
ANT2020bysy4,alerted,286.66901,-9.20824,618,618,1163,2927.0,16.69,7,0.01,3.41,604,0.27,2274.0,2mass_psc;allwise;bright_guide_star_cat;gaia_dr2;gaia_dr3_gaia_source,,,lc_feature_extractor;sso_candidates,STATIONARY_UNTYPED,"fixed-position source: deep history and/or reference counterpart, no variability catalogue"
ANT2020bz2mk,alerted,288.66182,-12.99214,645,645,1103,2921.1,13.88,3,0.0,5.76,631,0.3,2559.0,2mass_psc;allwise;asassn_variable_catalog_v2_20190802;bright_guide_star_cat;gaia_dr2;gaia_dr3_gaia_source;gaia_dr3_variability;vsx,,asassn_variable_catalog_v2_20190802;gaia_dr3_variability;vsx,high_snr;lc_feature_extractor;sso_candidates,STATIONARY_VARIABLE_STAR,variable-star catalogue/tag + deep detection history at fixed position
ANT2020caabs,alerted,286.00328,-19.31167,763,763,1130,2934.9,16.1,3,0.01,2.7,1170,0.18,2606.0,2mass_psc;allwise;asassn_variable_catalog_v2_20190802;bright_guide_star_cat;gaia_dr2;gaia_dr3_gaia_source;gaia_dr3_variability;vsx,,asassn_variable_catalog_v2_20190802;gaia_dr3_variability;vsx,dwarf_nova_outburst;lc_feature_extractor;matheson_extreme_vpdf;sso_candidates,STATIONARY_VARIABLE_STAR,variable-star catalogue/tag + deep detection history at fixed position
ANT2020cadl2,alerted,278.06472,-20.64631,758,758,2087,2925.0,12.7,9,0.02,4.33,869.5,0.14,2576.0,2mass_psc;allwise;asassn_variable_catalog;asassn_variable_catalog_v2_20190802;bright_guide_star_cat;gaia_dr2;gaia_dr3_gaia_source;gaia_dr3_variability;vsx,,asassn_variable_catalog;asassn_variable_catalog_v2_20190802;gaia_dr3_variability;vsx,high_flux_ratio_wrt_nn;lc_feature_extractor;sso_candidates,STATIONARY_VARIABLE_STAR,variable-star catalogue/tag + deep detection history at fixed position
ANT2020caumg,alerted,277.05624,-13.95203,249,249,735,2678.8,16.32,1,0.0,1.38,386.0,0.19,2547.0,2mass_psc;allwise;bright_guide_star_cat;gaia_dr2;gaia_dr3_gaia_source;gaia_dr3_variability,,gaia_dr3_variability,lc_feature_extractor;sso_candidates,STATIONARY_VARIABLE_STAR,variable-star catalogue/tag + deep detection history at fixed position
ANT2020cay64,alerted,277.26187,-19.95267,430,430,974,2933.0,14.34,4,0.01,4.91,571,0.11,2546.0,2mass_psc;allwise;asassn_variable_catalog;asassn_variable_catalog_v2_20190802;bright_guide_star_cat;gaia_dr2;gaia_dr3_gaia_source;gaia_dr3_variability,,asassn_variable_catalog;asassn_variable_catalog_v2_20190802;gaia_dr3_variability,high_amplitude_variable_star_candidate;high_flux_ratio_wrt_nn;lc_feature_extractor;matheson_extreme_vpdf;sso_candidates,STATIONARY_VARIABLE_STAR,variable-star catalogue/tag + deep detection history at fixed position
ANT2020caybw,alerted,281.63657,-20.27306,596,596,866,2907.1,12.97,10,0.02,3.9,717.5,0.08,2597.0,2mass_psc;allwise;asassn_variable_catalog;asassn_variable_catalog_v2_20190802;bright_guide_star_cat;gaia_dr2;gaia_dr3_gaia_source;gaia_dr3_variability;vsx,,asassn_variable_catalog;asassn_variable_catalog_v2_20190802;gaia_dr3_variability;vsx,high_amplitude_variable_star_candidate;high_flux_ratio_wrt_nn;lc_feature_extractor;lsst_scimma_quality_transient;matheson_extreme_vpdf;sso_candidates,STATIONARY_VARIABLE_STAR,variable-star catalogue/tag + deep detection history at fixed position
ANT2020caymq,alerted,266.55079,-18.47202,84,84,427,2616.0,15.41,2,0.04,4.14,89.5,0.35,1100.0,2mass_psc;allwise;bright_guide_star_cat;gaia_dr2;gaia_dr3_gaia_source;gaia_dr3_variability,,gaia_dr3_variability,lc_feature_extractor;sso_candidates,STATIONARY_VARIABLE_STAR,variable-star catalogue/tag + deep detection history at fixed position
ANT2020cb5qc,alerted,279.74328,-17.312,673,673,989,2680.8,14.63,8,0.01,2.73,787,0.23,2586.0,2mass_psc;allwise;bright_guide_star_cat;gaia_dr2;gaia_dr3_gaia_source;gaia_dr3_variability,,gaia_dr3_variability,lc_feature_extractor;sso_candidates,STATIONARY_VARIABLE_STAR,variable-star catalogue/tag + deep detection history at fixed position
ANT2020cbnt4,alerted,283.29107,-13.49019,1160,1160,2406,2934.9,12.34,5,0.01,5.52,1369,1.35,2560.0,2mass_psc;allwise;asassn_variable_catalog;asassn_variable_catalog_v2_20190802;bright_guide_star_cat;gaia_dr2;gaia_dr3_gaia_source;gaia_dr3_variability;vsx,,asassn_variable_catalog;asassn_variable_catalog_v2_20190802;gaia_dr3_variability;vsx,high_amplitude_transient_candidate;high_amplitude_variable_star_candidate;high_flux_ratio_wrt_nn;high_snr;lc_feature_extractor;lsst_scimma_quality_transient;sso_candidates,STATIONARY_VARIABLE_STAR,variable-star catalogue/tag + deep detection history at fixed position
ANT2020cbq7q,alerted,276.95447,-20.44941,308,308,930,2932.9,14.89,2,0.01,5.25,412.5,0.15,2529.0,2mass_psc;allwise;bright_guide_star_cat;gaia_dr2;gaia_dr3_gaia_source;gaia_dr3_variability,,gaia_dr3_variability,lc_feature_extractor;sso_candidates,STATIONARY_VARIABLE_STAR,variable-star catalogue/tag + deep detection history at fixed position
ANT2020cbtio,alerted,282.01278,-11.98049,490,490,1070,2964.7,15.59,5,0.01,5.11,861,0.32,2515.0,2mass_psc;allwise;bright_guide_star_cat;gaia_dr2;gaia_dr3_gaia_source;gaia_dr3_variability,,gaia_dr3_variability,lc_feature_extractor;sso_candidates,STATIONARY_VARIABLE_STAR,variable-star catalogue/tag + deep detection history at fixed position
ANT2020cdsis,alerted,261.65025,-17.53717,521,521,870,2916.0,12.21,5,0.01,5.12,792,0.15,2604.0,2mass_psc;allwise;asassn_variable_catalog;asassn_variable_catalog_v2_20190802;bright_guide_star_cat;gaia_dr2;gaia_dr3_gaia_source;gaia_dr3_variability;vsx,,asassn_variable_catalog;asassn_variable_catalog_v2_20190802;gaia_dr3_variability;vsx,high_amplitude_variable_star_candidate;high_flux_ratio_wrt_nn;high_snr;lc_feature_extractor;matheson_extreme_vpdf;sso_candidates,STATIONARY_VARIABLE_STAR,variable-star catalogue/tag + deep detection history at fixed position
ANT2020ckpj4,alerted,286.78698,-3.41425,718,718,1146,2296.8,17.31,2,0.0,3.37,697,0.49,2315.0,2mass_psc;allwise;bright_guide_star_cat;gaia_dr2;gaia_dr3_gaia_source,,,lc_feature_extractor;sso_candidates,STATIONARY_UNTYPED,"fixed-position source: deep history and/or reference counterpart, no variability catalogue"
